0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label
"If PersonX want to walk away with it, as a result, PersonX wants to, PersonX visit a doctor",0,"If PersonX get, can be hindered by, the doctor be out town",1,"If PersonX end up in hospital, as a result, PersonX will, PersonX kick out",0,"If PersonX try PersonX best, as a result, PersonX wants to, PersonX leave the area in case",0,"If PersonX run through head, as a result, PersonX will, PersonX want to leave PersonY 's head",0
"If PersonX be look for it, as a result, PersonX wants to, PersonX could not find it",1,"If PersonX be look for it, as a result, PersonX wants to, PersonX can not find it",1,"If PersonX be there, as a result, PersonX wants to, PersonX could not find something",0,"If PersonX figure out, as a result, PersonX wants to, PersonX never know",0,"If PersonX eventually find out, as a result, PersonX wants to, PersonX want to find out",1
"If PersonX become fit, as a result, PersonX will, PersonX want to obtain muscle",0,"If PersonX start exercise more, because PersonX wanted, PersonX get in shape",1,"If PersonX train very hard, as a result, PersonX will, PersonX gain muscle",1,"If PersonX start exercise more, as a result, PersonX wants to, PersonX exercise more",1,"If PersonX get fit, as a result, PersonX wants to, PersonX want to lift weight",1
"If PersonX be have something, as a result, PersonX wants to, PersonX decide not to watch it",0,"If PersonX have to do that, as a result, PersonX wants to, PersonX forget to do that",1,"If PersonX cant stand, as a result, PersonX wants to, PersonX want to ignore it",1,"If PersonX want go the away, as a result, PersonX wants to, PersonY to not find out",0,"If PersonX cross PersonY path, as a result, PersonX wants to, PersonX want to ignore PersonX",1
"If PersonX want to leave, as a result, PersonX wants to, PersonX be scare",0,"If PersonX be go it for time, as a result, PersonX will, PersonX feel scared",1,"If PersonX pull over side, as a result, PersonX wants to, PersonX be worried",0,"If PersonX come negative, as a result, PersonX wants to, PersonX be scare",0,"If PersonX be neeedy, PersonX is seen as, PersonX be get scared",0
"If PersonX want to go back, PersonX is seen as, PersonX be horny",0,"If PersonX work properly, PersonX is seen as, PersonX be horny",0,"If PersonX swing both way, as a result, PersonX wants to, PersonX want to be sexual",1,"If PersonX be really hard for PersonY, as a result, PersonX feels, PersonX be horny",1,"If PersonX have intimacy, because PersonX wanted, PersonX search for it",0
"If PersonX eat fish, as a result, PersonX wants to, PersonX want to drink some water",1,"If PersonX hold water, because PersonX wanted, PersonX take a drink",1,"If PersonX take on water, as a result, PersonX wants to, PersonX drink the water",1,"If PersonX open PersonX lip, as a result, PersonX wants to, PersonX want to drink water",1,"If PersonX get water, because PersonX wanted, PersonX wash something",1
"If PersonX be pretty good at it, as a result, PersonX wants to, PersonX want to reveal beauty",1,"If everything go smoothly, as a result, PersonX wants to, PersonX look cute",0,"If PersonX change PersonX look, as a result, PersonX will, PersonX be the best ever",0,"If PersonX look pretty good, as a result, PersonX will, PersonX compliment",1,"If PersonX look beautiful, PersonX is seen as, PersonX be fortunate",1
"If PersonX kick with foot, as a result, PersonX wants to, PersonX be tire",0,"If PersonX kick with foot, as a result, PersonX wants to, PeopleX hit with foot",1,"If PersonX be go for walk, because PersonX wanted, PersonX get rid of discomfort",1,"If PersonX set foot, as a result, PersonX wants to, PersonX enjoy the walk",1,"If PersonX kick with foot, because PersonX wanted, PersonX exercise",1
"If PersonX have, as a result, PersonX wants to, PersonX start",1,"If PersonX have to do that, as a result, PersonX wants to, PersonX begin",1,"If PersonX lean forward, because PersonX wanted, PersonX get a good look",1,"If PersonX think of way, as a result, PersonX wants to, PersonX want to go ahead",1,"If PersonX get a closer look, as a result, PersonX wants to, PersonX want to be brave",0
"If PersonX have, as a result, PersonY or others want to, PersonY follow PersonX",1,"If PeopleX be go to there, as a result, PersonX will, PersonX follow PersonY",1,"If PersonX bring PersonY forth, as a result, PersonY or others will, PersonY move forward",1,"If PersonY see PersonX, as a result, PersonY or others will, PersonX go there",0,"If PersonY want to do that, as a result, PersonY or others will, PersonX do it",0
"If PersonX fall down, as a result, PersonY or others will, PersonY call 911",1,"If PersonX hear a phone ring, as a result, PersonY or others will, PersonY call PersonX",1,"If PersonX see fall, as a result, PersonX will, PersonY call 911",1,"If PersonX strike PersonY in face, as a result, PersonY or others want to, PersonY want to call 911 on PeopleX",1,"If PersonY get attack, as a result, PersonY or others will, PersonY call PersonX phone",0
"If PersonX like it, as a result, PersonY or others will, PersonX have like it",0,"If PersonX love it, as a result, PersonY or others will, PersonY see PersonX",1,"If PersonX like PersonY much, as a result, PersonY or others feel, PersonX like PeopleX",1,"If PersonX taste, as a result, PersonY or others will, PersonY love something",1,"If PeopleX feel the same, as a result, PersonY or others want to, PersonX love PersonY well",0
"If PersonX find PersonZ owner, as a result, PersonY or others want to, PersonY want",1,"If PersonX get PersonY, as a result, PersonX wants to, PersonX have no PersonZ",1,"If PersonY bring PersonZ to PersonX, as a result, PersonX will, PersonX want to see PersonZ",0,"If PersonX want PersonY, as a result, PersonY or others want to, PersonY want",1,"If PersonX bring PersonZ to PersonY, as a result, PersonY or others will, PersonX get PersonY",0
"If PersonX ask PersonY a question, as a result, PersonY or others will, PersonY do not know PersonX",1,"If PersonX answer PersonY question, as a result, PersonY or others want to, PersonY be uncertain",1,"If PersonX accuse PersonY of it, as a result, PersonY or others want to, PersonY be incredulous",1,"If PersonX want to explain it to PersonY, as a result, PersonX wants to, PersonX be surprise",0,"If PersonY want to talk, as a result, PersonY or others will, PersonX slip PersonY mind",0
"If PersonX be go to party, because PersonX wanted, PersonX scratch PersonY back",0,"If PersonX write, as a result, PersonY or others want to, PersonY write back",1,"If PersonX give PersonY knowledge, as a result, PersonY or others will, PersonX draw it",0,"If PersonX dare PersonY, as a result, PersonX will, PeopleX can play with PersonX",0,"If PersonX go a-begging, as a result, PersonY or others want to, PersonY do it back",0
"If PersonX express PersonX desire, as a result, PersonY or others want to, PersonY want",1,"If PersonX take PersonY approach, as a result, PersonY or others want to, PersonY want to get",1,"If PersonX have that, as a result, PersonY or others will, PersonY want to hold it",1,"If PersonX get PersonY thing, as a result, PersonY or others want to, PersonX get more of thing",1,"If PersonX know it, as a result, PersonY or others want to, PersonY have",1
"If PersonX buy snack, as a result, PersonX will, PeopleX get hungry",1,"If PersonX eat PersonY food, as a result, PersonY or others feel, PersonY be hungry",1,"If PersonX eat a snack, PersonX is seen as, PersonX be hungry",1,"If PersonX serve food, as a result, PersonY or others want to, PersonY want to eat",1,"If PersonX eat food, because PersonX wanted, PersonX be hungry",1
"If PersonX walk to stop, as a result, PersonY or others want to, PersonY stop",1,"If PersonX make PersonY stop, as a result, PersonX wants to, PersonX make",1,"If PersonX stop ask, as a result, PersonY or others will, PersonY stop answer",1,"If PersonY walk away from situation, as a result, PersonY or others want to, PersonX stop talk",0,"If PersonX need to stop, as a result, PersonY or others want to, PersonY turn red",1
"If PersonX tell PersonY thought, as a result, PersonY or others will, PersonY be more inform",1,"If PersonX give PersonY information, as a result, PersonY or others want to, PersonX learn information",0,"If PersonX ask the PersonY, because PersonX wanted, PersonX know something",1,"If PersonX finally ask PersonY, because PersonX wanted, PersonX know something",1,"If PersonY want to consider it in detail, as a result, PersonY or others want to, PersonX give PersonY detail",0
"If PersonX find PersonY 's level, as a result, PersonY or others want to, PersonX seem nice enough",0,"If PersonX go fishing together, because PersonX wanted, PersonX have fun on ride",0,"If it help PeopleX, as a result, PersonX wants to, a swim",0,"If PersonX try fishing, because PersonX wanted, PersonX will like that",1,"If PersonX circle the drain, as a result, PersonY or others want to, PersonY want to visit PeopleX",1
"If PersonY want to talk something with PersonX, as a result, PersonY or others want to, PersonX say hello to PersonY",0,"If PersonX come to mind, as a result, PersonY or others want to, PersonY want to say hello",1,"If PersonX want to talk with PersonY, as a result, PersonY or others want to, PersonY to talk with PersonX",1,"If PersonX produce PersonY number, as a result, PersonY or others want to, PersonY want to talk",1,"If PersonX see PersonY dog, as a result, PersonX wants to, PersonX say hi to PersonY",1
"If PersonX want to start PersonX own business, as a result, PersonY or others will, PeopleX hire PeopleX",1,"If PersonX own PersonX own business, as a result, PersonX wants to, PersonX run the business",1,"If PersonX have PersonY come, as a result, PersonX wants to, PersonX open the business",0,"If PersonX open PersonX own store, as a result, PersonY or others want to, PersonY see",1,"If PersonX have a demand job, as a result, PersonX wants to, PersonX want to start PersonY business",0
"If PersonX open the back door, as a result, PersonX wants to, PersonX want to show PersonY about place",0,"If PersonX treat PersonY with contempt, as a result, PersonX wants to, PersonX want to find other people",1,"If PersonX meet a girl name, as a result, PersonY or others want to, PersonX tell PersonX mom",1,"If PersonX go see PersonY, because PersonX wanted, PersonX see a person",1,"If PersonX get a great grade, as a result, PersonY or others want to, PersonY discover",0
"If PersonX give, can be hindered by, person y will not accept anything from x.",1,"If PersonX adopt PersonY approach, can be hindered by, PersonX will not allow it",1,"If PersonX hand PersonY one, can be hindered by, person y will not accept anything from x.",1,"If PersonX take PersonY share, can be hindered by, PeopleX will not give it to PersonX",1,"If PersonX get in act, can be hindered by, PersonY will not give PersonX a part",1
"If PersonX write it to PersonY, as a result, PersonY or others will, PersonY read it",1,"If PersonX write PersonY back, as a result, PersonY or others want to, PersonY read letter",1,"If PersonX write the essay, as a result, PersonY or others want to, PersonY read the essay",1,"If PersonX have the ability, as a result, PersonX wants to, PersonX read it",1,"If PersonX hand PersonY a letter, as a result, PersonY or others will, PersonY read the letter",1
"If PersonX cry, as a result, PersonY or others feel, PersonY feel angered",1,"If PersonX push PersonY way, as a result, PersonY or others will, PersonY be sad",0,"If PersonX be mad at PersonY, as a result, PersonY or others feel, PersonY feel sad",1,"If PersonX bring PersonY to tear, as a result, PersonY or others will, PersonY feel sad",1,"If PersonX yell at PersonY, as a result, PersonY or others feel, PersonY feel sad",1
