head,tail,relation,dataset,label,assertion,assertion_tq
PersonX begin PersonX work,PersonX feel compassion for PersonY,xAttr,atomic,0,"PersonX begin PersonX work, thus it can be seen about PersonX's attribute that PersonX feel compassion for PersonY","If PersonX begin PersonX work, PersonX is seen as, PersonX feel compassion for PersonY"
PersonX bar PersonY way,PersonX get a wound,xEffect,glucose,0,"PersonX bar PersonY way, thus as an result, PersonX get a wound","If PersonX bar PersonY way, as a result, PersonX will, PersonX get a wound"
something be on something,PersonY take the money,Causes,glucose,0,"Because something be on something, PersonY take the money","If something be on something, causes, PersonY take the money"
PersonX eat delicious food,PersonX need to order food,xNeed,atomic,1,The event PersonX eat delicious food will not happen unless PersonX order food,"If PersonX eat delicious food, but before, PersonX needed, PersonX need to order food"
PersonX stand on corner,PersonX be good,xReact,atomic,1,"PersonX stand on corner, thus as a result on PersonX's emotion, PersonX feel PersonX be good","If PersonX stand on corner, as a result, PersonX feels, PersonX be good"
PersonX drink the beer,PeopleX can not legally drink,xAttr,atomic,0,"PersonX drink the beer, thus it can be seen about PersonX's attribute that PeopleX can not legally drink","If PersonX drink the beer, PersonX is seen as, PeopleX can not legally drink"
PersonY invite again to talk,PersonY want to be good,oWant,atomic,0,"PersonY invite again to talk, thus, PersonY want to be good","If PersonY invite again to talk, as a result, PersonY or others want to, PersonY want to be good"
PersonX want to do better,PersonX want to go back,xWant,atomic,0,"PersonX want to do better, thus, PersonX want to go back","If PersonX want to do better, as a result, PersonX wants to, PersonX want to go back"
PersonX call the cable company,PersonX change tv service plan,isBefore,atomic2020,1,"After PersonX call the cable company, PersonX change tv service plan","If PersonX call the cable company, happens before, PersonX change tv service plan"
PersonX visit PersonY 's grandma,PersonX want to hear old story,xWant,atomic,1,"PersonX visit PersonY 's grandma, thus, PersonX want to hear old story","If PersonX visit PersonY 's grandma, as a result, PersonX wants to, PersonX want to hear old story"
PersonX want to bring the award to PersonY,PersonX think differently,xWant,atomic,0,"PersonX want to bring the award to PersonY, thus, PersonX want to think differently","If PersonX want to bring the award to PersonY, as a result, PersonX wants to, PersonX think differently"
PersonX throw something into air,PersonX be aggrieved,xAttr,atomic,0,"PersonX throw something into air, thus it can be seen about PersonX's attribute that PersonX be aggrieved","If PersonX throw something into air, PersonX is seen as, PersonX be aggrieved"
PersonX ask PersonY,PersonY want to relax,oWant,atomic,1,"PersonX ask PersonY, thus, PersonY want to relax","If PersonX ask PersonY, as a result, PersonY or others want to, PersonY want to relax"
PersonX 's apartment building do not allow pet,PeopleX standard be unrealistically high,HinderedBy,atomic2020,0,"The event PersonX 's apartment building do not allow pet will not happen, if PeopleX standard be unrealistically high","If PersonX 's apartment building do not allow pet, can be hindered by, PeopleX standard be unrealistically high"
PersonX 's friend blind PersonY accident with ball,PersonX would be punish by authority,HinderedBy,atomic2020,0,"The event PersonX 's friend blind PersonY accident with ball will not happen, if PersonX would be punish by authority","If PersonX 's friend blind PersonY accident with ball, can be hindered by, PersonX would be punish by authority"
PersonX clean PersonX 's cage,PersonX stink,xIntent,atomic,0,"PersonX clean PersonX 's cage, thus it can be seen about PersonX's intention that PersonX stink","If PersonX clean PersonX 's cage, because PersonX wanted, PersonX stink"
PersonX take the medicine,PersonX want to rest,xWant,atomic,1,"PersonX take the medicine, thus, PersonX want to rest","If PersonX take the medicine, as a result, PersonX wants to, PersonX want to rest"
PersonX want to teach the cat something new,PersonX want to quietly leave the building,xWant,atomic,0,"PersonX want to teach the cat something new, thus, PersonX want to quietly leave the building","If PersonX want to teach the cat something new, as a result, PersonX wants to, PersonX want to quietly leave the building"
PersonX jump away from something,PeopleX go to movie,Causes,glucose,0,"Because PersonX jump away from something, PeopleX go to movie","If PersonX jump away from something, causes, PeopleX go to movie"
PersonX be magnanimous,PersonX be yell,xAttr,atomic,0,"PersonX be magnanimous, thus it can be seen about PersonX's attribute that PersonX be yell","If PersonX be magnanimous, PersonX is seen as, PersonX be yell"
PersonX see note 3,PersonX have no eye,HinderedBy,atomic2020,1,"The event PersonX see note 3 will not happen, if PersonX have no eye","If PersonX see note 3, can be hindered by, PersonX have no eye"
PersonX raise PersonY voice,PersonX onx yell at PersonY,isBefore,atomic2020,1,"After PersonX raise PersonY voice, PersonX onx yell at PersonY","If PersonX raise PersonY voice, happens before, PersonX onx yell at PersonY"
PersonX invite PersonX 's boyfriend,PeopleX get to see PeopleX friend,xEffect,glucose,0,"PersonX invite PersonX 's boyfriend, thus as an result, PeopleX get to see PeopleX friend","If PersonX invite PersonX 's boyfriend, as a result, PersonX will, PeopleX get to see PeopleX friend"
PersonX have a big party,PersonX be social,xAttr,atomic,1,"PersonX have a big party, thus it can be seen about PersonX's attribute that PersonX be social","If PersonX have a big party, PersonX is seen as, PersonX be social"
PersonX carry out PersonX mission,PersonX need to plan,xNeed,atomic,1,The event PersonX carry out PersonX mission will not happen unless PersonX plan,"If PersonX carry out PersonX mission, but before, PersonX needed, PersonX need to plan"
PersonX get PersonX book,PersonX book be not deliver,xEffect,atomic,1,"PersonX get PersonX book, thus as an result, PersonX book be not deliver","If PersonX get PersonX book, as a result, PersonX will, PersonX book be not deliver"
PersonY mom walk mall with PersonX,PersonX 's parent receive money,oEffect,atomic,0,"PersonY mom walk mall with PersonX, thus as an result, PersonX 's parent receive money","If PersonY mom walk mall with PersonX, as a result, PersonY or others will, PersonX 's parent receive money"
PersonX be slillful,PersonX leave that,xAttr,atomic,0,"PersonX be slillful, thus it can be seen about PersonX's attribute that PersonX leave that","If PersonX be slillful, PersonX is seen as, PersonX leave that"
PersonX drive with PersonY,PersonY take that,Causes,glucose,0,"Because PersonX drive with PersonY, PersonY take that","If PersonX drive with PersonY, causes, PersonY take that"
PersonX need to do it,PersonX look attentive,xWant,glucose,0,"PersonX need to do it, thus, PersonX want to look attentive","If PersonX need to do it, as a result, PersonX wants to, PersonX look attentive"
PersonX be frustrated,PersonX be emotional,xAttr,atomic,0,"PersonX be frustrated, thus it can be seen about PersonX's attribute that PersonX be emotional","If PersonX be frustrated, PersonX is seen as, PersonX be emotional"
PersonX climb the ladder,PersonX have a ladder,xNeed,atomic2020,1,The event PersonX climb the ladder will not happen unless PersonX have a ladder,"If PersonX climb the ladder, but before, PersonX needed, PersonX have a ladder"
PersonX play banjo,PersonX get some sheet music,xNeed,atomic,1,The event PersonX play banjo will not happen unless PersonX get some sheet music,"If PersonX play banjo, but before, PersonX needed, PersonX get some sheet music"
PersonX be pulseless,PersonX be wise,xAttr,atomic,0,"PersonX be pulseless, thus it can be seen about PersonX's attribute that PersonX be wise","If PersonX be pulseless, PersonX is seen as, PersonX be wise"
the comedian be tell funny joke,PersonX condemn PersonY to death,HinderedBy,atomic2020,0,"The event the comedian be tell funny joke will not happen, if PersonX condemn PersonY to death","If the comedian be tell funny joke, can be hindered by, PersonX condemn PersonY to death"
PersonX roll PersonY eye at PersonY,PersonY recognize PersonX voice,oEffect,atomic,0,"PersonX roll PersonY eye at PersonY, thus as an result, PersonY recognize PersonX voice","If PersonX roll PersonY eye at PersonY, as a result, PersonY or others will, PersonY recognize PersonX voice"
PersonX prepare food,PersonX be full,xReact,atomic,1,"PersonX prepare food, thus as a result on PersonX's emotion, PersonX feel PersonX be full","If PersonX prepare food, as a result, PersonX feels, PersonX be full"
PersonX get alert,PersonX look somewhere,xNeed,atomic,0,The event PersonX get alert will not happen unless PersonX look somewhere,"If PersonX get alert, but before, PersonX needed, PersonX look somewhere"
PersonX quit a job,PersonX feel happy,xReact,glucose,1,"PersonX quit a job, thus as a result on PersonX's emotion, PersonX feel happy","If PersonX quit a job, as a result, PersonX feels, PersonX feel happy"
PersonX see particular program,PersonX see particular cast of character,HasSubEvent,cn,1,The event PersonX see particular program includes the event/action that PersonX see particular cast of character,"If PersonX see particular program, includes the event or action, PersonX see particular cast of character"
PeopleX drink it,PeopleX feel happy,xReact,glucose,1,"PeopleX drink it, thus as a result on PersonX's emotion, PeopleX feel happy","If PeopleX drink it, as a result, PersonX feels, PeopleX feel happy"
PersonX try to decide,PersonX be examine by doctor,xEffect,atomic,0,"PersonX try to decide, thus as an result, PersonX be examine by doctor","If PersonX try to decide, as a result, PersonX will, PersonX be examine by doctor"
PersonX be unprepared,PersonX have many drink,xReact,atomic,0,"PersonX be unprepared, thus as a result on PersonX's emotion, PersonX have many drink","If PersonX be unprepared, as a result, PersonX feels, PersonX have many drink"
PersonX talk a little bit,PersonX be calm,xAttr,cn,1,"PersonX talk a little bit, thus it can be seen about PersonX's attribute that PersonX be calm","If PersonX talk a little bit, PersonX is seen as, PersonX be calm"
PersonX continue with day,PersonX be feel better,xWant,atomic,0,"PersonX continue with day, thus, PersonX want to be feel better","If PersonX continue with day, as a result, PersonX wants to, PersonX be feel better"
PersonX bite the big PersonX,PersonX would teach PersonY,oEffect,glucose,0,"PersonX bite the big PersonX, thus as an result, PersonX would teach PersonY","If PersonX bite the big PersonX, as a result, PersonY or others will, PersonX would teach PersonY"
PersonX just graduate college,PersonX satisfy,xReact,atomic,1,"PersonX just graduate college, thus as a result on PersonX's emotion, PersonX satisfy","If PersonX just graduate college, as a result, PersonX feels, PersonX satisfy"
PersonX drop anchor,PersonX be clumsy,xAttr,atomic,1,"PersonX drop anchor, thus it can be seen about PersonX's attribute that PersonX be clumsy","If PersonX drop anchor, PersonX is seen as, PersonX be clumsy"
PersonX save for month,PersonX be unscupulous,xAttr,atomic,0,"PersonX save for month, thus it can be seen about PersonX's attribute that PersonX be unscupulous","If PersonX save for month, PersonX is seen as, PersonX be unscupulous"
